in s,C1 in V,C2 in V,C3 in V,C4 in V
-7.8955E-03,-1.86050E-01,2.58820E-03,1.45755E-01,-1.93061E-01
-7.8922E-03,-1.85776E-01,2.66449E-03,1.38858E-01,-1.94663E-01
-7.8889E-03,-1.86081E-01,2.66449E-03,1.35898E-01,-1.92985E-01
-7.8857E-03,-1.85410E-01,2.58820E-03,1.36310E-01,-1.93900E-01
-7.8824E-03,-1.85379E-01,3.88519E-03,1.41024E-01,-1.94511E-01
-7.8791E-03,-1.84464E-01,3.04596E-03,1.47265E-01,-1.92985E-01
-7.8758E-03,-1.84341E-01,3.42743E-03,1.53979E-01,-1.92680E-01
-7.8726E-03,-1.84311E-01,3.04596E-03,1.58435E-01,-1.92603E-01
-7.8693E-03,-1.83640E-01,3.58002E-03,1.67254E-01,-1.92909E-01
-7.8660E-03,-1.83823E-01,4.34296E-03,1.79995E-01,-1.93138E-01
-7.8627E-03,-1.83273E-01,4.03778E-03,1.90631E-01,-1.93061E-01
-7.8594E-03,-1.83426E-01,4.49554E-03,2.06805E-01,-1.93061E-01
-7.8562E-03,-1.83365E-01,4.26666E-03,2.24383E-01,-1.93519E-01
-7.8529E-03,-1.82846E-01,4.57184E-03,2.42373E-01,-1.93900E-01
-7.8496E-03,-1.83029E-01,5.79254E-03,2.57815E-01,-1.93595E-01
-7.8463E-03,-1.83029E-01,5.86884E-03,2.66543E-01,-1.93443E-01
-7.8431E-03,-1.82388E-01,4.80072E-03,2.73227E-01,-1.93519E-01
-7.8398E-03,-1.82724E-01,5.41107E-03,2.78491E-01,-1.93138E-01
-7.8365E-03,-1.82144E-01,5.25848E-03,2.82260E-01,-1.93824E-01
-7.8332E-03,-1.81931E-01,5.25848E-03,2.83923E-01,-1.94282E-01
-7.8300E-03,-1.82236E-01,5.86884E-03,2.82840E-01,-1.93824E-01
-7.8267E-03,-1.82236E-01,5.33478E-03,2.77820E-01,-1.93366E-01
-7.8234E-03,-1.82480E-01,5.25848E-03,2.73318E-01,-1.93977E-01
-7.8201E-03,-1.82693E-01,4.34296E-03,2.68237E-01,-1.92680E-01
-7.8169E-03,-1.83060E-01,4.34296E-03,2.57647E-01,-1.93290E-01
-7.8136E-03,-1.83426E-01,4.26666E-03,2.44586E-01,-1.93138E-01
-7.8103E-03,-1.83151E-01,3.35114E-03,2.29693E-01,-1.91917E-01
-7.8070E-03,-1.83365E-01,3.88519E-03,2.16632E-01,-1.92375E-01
-7.8037E-03,-1.83243E-01,4.11407E-03,2.05417E-01,-1.92146E-01
-7.8005E-03,-1.83029E-01,4.26666E-03,1.89608E-01,-1.91459E-01
-7.7972E-03,-1.82785E-01,3.42743E-03,1.77249E-01,-1.91841E-01
-7.7939E-03,-1.82816E-01,3.73260E-03,1.68628E-01,-1.93519E-01
-7.7906E-03,-1.82755E-01,3.27484E-03,1.60373E-01,-1.91612E-01
-7.7874E-03,-1.82877E-01,3.65631E-03,1.54406E-01,-1.91841E-01
-7.7841E-03,-1.82907E-01,3.80890E-03,1.48394E-01,-1.91535E-01
-7.7808E-03,-1.82632E-01,4.41925E-03,1.44748E-01,-1.90696E-01
-7.7775E-03,-1.82388E-01,4.11407E-03,1.42276E-01,-1.90620E-01
-7.7743E-03,-1.82510E-01,4.49554E-03,1.42291E-01,-1.90696E-01
-7.7710E-03,-1.81686E-01,4.19037E-03,1.44000E-01,-1.89399E-01
-7.7677E-03,-1.81564E-01,4.19037E-03,1.51828E-01,-1.88407E-01
-7.7644E-03,-1.81625E-01,5.41107E-03,1.63028E-01,-1.89323E-01
-7.7611E-03,-1.81229E-01,5.25848E-03,1.71084E-01,-1.88789E-01
-7.7579E-03,-1.81198E-01,4.41925E-03,1.82330E-01,-1.89170E-01
-7.7546E-03,-1.80832E-01,4.11407E-03,1.95208E-01,-1.87797E-01
-7.7513E-03,-1.81107E-01,5.33478E-03,2.04577E-01,-1.87873E-01
-7.7480E-03,-1.81290E-01,4.57184E-03,2.19180E-01,-1.87034E-01
-7.7448E-03,-1.80801E-01,4.19037E-03,2.33462E-01,-1.87110E-01
-7.7415E-03,-1.81259E-01,4.95331E-03,2.42556E-01,-1.88636E-01
-7.7382E-03,-1.81412E-01,3.42743E-03,2.56335E-01,-1.88407E-01
-7.7349E-03,-1.81259E-01,3.73260E-03,2.69320E-01,-1.88255E-01
-7.7317E-03,-1.81808E-01,3.27484E-03,2.78567E-01,-1.88255E-01
-7.7284E-03,-1.81229E-01,3.04596E-03,2.87021E-01,-1.87492E-01
-7.7251E-03,-1.81351E-01,3.35114E-03,2.92651E-01,-1.87568E-01
-7.7218E-03,-1.81381E-01,2.05414E-03,2.96618E-01,-1.87263E-01
-7.7185E-03,-1.81473E-01,2.28302E-03,2.98251E-01,-1.87644E-01
-7.7153E-03,-1.81992E-01,1.44379E-03,2.97686E-01,-1.86881E-01
-7.7120E-03,-1.81625E-01,2.13043E-03,2.93887E-01,-1.86881E-01
-7.7087E-03,-1.81015E-01,2.51190E-03,2.86517E-01,-1.86653E-01
-7.7054E-03,-1.81320E-01,3.58002E-03,2.80749E-01,-1.86729E-01
-7.7022E-03,-1.81778E-01,3.58002E-03,2.70068E-01,-1.85737E-01
-7.6989E-03,-1.80527E-01,3.58002E-03,2.60913E-01,-1.86424E-01
-7.6956E-03,-1.80710E-01,3.65631E-03,2.49469E-01,-1.85203E-01
-7.6923E-03,-1.80740E-01,2.89337E-03,2.41870E-01,-1.86195E-01
-7.6891E-03,-1.80740E-01,3.04596E-03,2.35156E-01,-1.86424E-01
-7.6858E-03,-1.80130E-01,3.58002E-03,2.21652E-01,-1.86729E-01
-7.6825E-03,-1.79733E-01,4.03778E-03,2.11978E-01,-1.86424E-01
-7.6792E-03,-1.79031E-01,5.86884E-03,1.97802E-01,-1.87263E-01
-7.6759E-03,-1.78665E-01,5.41107E-03,1.86252E-01,-1.87568E-01
-7.6727E-03,-1.78360E-01,6.17401E-03,1.74548E-01,-1.86958E-01
-7.6694E-03,-1.77872E-01,5.18219E-03,1.64187E-01,-1.87644E-01
-7.6661E-03,-1.78024E-01,5.18219E-03,1.55032E-01,-1.87339E-01
-7.6628E-03,-1.78146E-01,5.18219E-03,1.48044E-01,-1.88789E-01
-7.6596E-03,-1.78604E-01,5.79254E-03,1.46106E-01,-1.87950E-01
-7.6563E-03,-1.78452E-01,6.17401E-03,1.49341E-01,-1.88331E-01
-7.6530E-03,-1.78268E-01,5.18219E-03,1.57092E-01,-1.89170E-01
-7.6497E-03,-1.78024E-01,6.02142E-03,1.62234E-01,-1.87797E-01
-7.6465E-03,-1.77902E-01,5.56366E-03,1.69894E-01,-1.87797E-01
-7.6432E-03,-1.78024E-01,6.25031E-03,1.79599E-01,-1.88178E-01
-7.6399E-03,-1.78177E-01,4.34296E-03,1.86511E-01,-1.88255E-01
-7.6366E-03,-1.78329E-01,5.63995E-03,1.92340E-01,-1.87415E-01
-7.6334E-03,-1.77994E-01,5.48737E-03,2.02594E-01,-1.88712E-01
-7.6301E-03,-1.78055E-01,4.95331E-03,2.13946E-01,-1.88407E-01
-7.6268E-03,-1.78299E-01,5.25848E-03,2.27328E-01,-1.87797E-01
-7.6235E-03,-1.78421E-01,4.72443E-03,2.42633E-01,-1.87263E-01
-7.6202E-03,-1.78268E-01,4.19037E-03,2.57541E-01,-1.88331E-01
-7.6170E-03,-1.78757E-01,3.58002E-03,2.71792E-01,-1.87339E-01
-7.6137E-03,-1.79001E-01,3.73260E-03,2.81360E-01,-1.86118E-01
-7.6104E-03,-1.78757E-01,2.96967E-03,2.90637E-01,-1.87110E-01
-7.6071E-03,-1.78329E-01,3.58002E-03,2.97610E-01,-1.86500E-01
-7.6039E-03,-1.78452E-01,4.26666E-03,3.02691E-01,-1.86195E-01
-7.6006E-03,-1.77963E-01,4.41925E-03,3.04141E-01,-1.86653E-01
-7.5973E-03,-1.77383E-01,4.64813E-03,3.04904E-01,-1.85584E-01
-7.5940E-03,-1.77109E-01,4.49554E-03,3.02676E-01,-1.85203E-01
-7.5908E-03,-1.76590E-01,4.49554E-03,2.96603E-01,-1.85737E-01
-7.5875E-03,-1.76407E-01,4.26666E-03,2.87021E-01,-1.85737E-01
-7.5842E-03,-1.76407E-01,4.64813E-03,2.76065E-01,-1.85050E-01
-7.5809E-03,-1.76895E-01,4.41925E-03,2.57647E-01,-1.85127E-01
-7.5776E-03,-1.76498E-01,4.19037E-03,2.39138E-01,-1.85584E-01
-7.5744E-03,-1.76804E-01,4.95331E-03,2.24353E-01,-1.85813E-01
-7.5711E-03,-1.77078E-01,4.34296E-03,2.11627E-01,-1.86042E-01
-7.5678E-03,-1.77322E-01,4.03778E-03,1.98718E-01,-1.85966E-01
-7.5645E-03,-1.77139E-01,4.57184E-03,1.92981E-01,-1.85127E-01
-7.5613E-03,-1.77628E-01,4.19037E-03,1.88495E-01,-1.86195E-01
-7.5580E-03,-1.77505E-01,4.34296E-03,1.81445E-01,-1.85432E-01
-7.5547E-03,-1.78299E-01,3.96149E-03,1.74350E-01,-1.85050E-01
-7.5514E-03,-1.77750E-01,3.42743E-03,1.68612E-01,-1.85508E-01
-7.5482E-03,-1.77658E-01,3.88519E-03,1.63287E-01,-1.83906E-01
-7.5449E-03,-1.77841E-01,3.58002E-03,1.58145E-01,-1.83830E-01
-7.5416E-03,-1.77505E-01,4.19037E-03,1.54132E-01,-1.83372E-01
-7.5383E-03,-1.77597E-01,3.27484E-03,1.49783E-01,-1.83143E-01
-7.5350E-03,-1.77902E-01,3.19855E-03,1.49371E-01,-1.83982E-01
-7.5318E-03,-1.77750E-01,3.50372E-03,1.53643E-01,-1.83067E-01
-7.5285E-03,-1.77353E-01,4.80072E-03,1.61258E-01,-1.82685E-01
-7.5252E-03,-1.77353E-01,4.64813E-03,1.67071E-01,-1.82151E-01
-7.5219E-03,-1.76193E-01,4.64813E-03,1.71496E-01,-1.82609E-01
-7.5187E-03,-1.76407E-01,5.10590E-03,1.77554E-01,-1.82227E-01
-7.5154E-03,-1.76224E-01,4.72443E-03,1.87335E-01,-1.81312E-01
-7.5121E-03,-1.75888E-01,4.41925E-03,1.96292E-01,-1.82685E-01
-7.5088E-03,-1.76163E-01,5.25848E-03,2.00259E-01,-1.81999E-01
-7.5056E-03,-1.75461E-01,4.49554E-03,2.07080E-01,-1.81312E-01
-7.5023E-03,-1.75797E-01,4.64813E-03,2.16754E-01,-1.81007E-01
-7.4990E-03,-1.75858E-01,4.80072E-03,2.31112E-01,-1.81846E-01
-7.4957E-03,-1.76071E-01,4.03778E-03,2.40176E-01,-1.81007E-01
-7.4924E-03,-1.76743E-01,3.73260E-03,2.52612E-01,-1.81465E-01
-7.4892E-03,-1.76956E-01,2.66449E-03,2.67428E-01,-1.81693E-01
-7.4859E-03,-1.76834E-01,2.74078E-03,2.79208E-01,-1.81083E-01
-7.4826E-03,-1.76987E-01,2.74078E-03,2.88653E-01,-1.81388E-01
-7.4793E-03,-1.76193E-01,4.80072E-03,2.97473E-01,-1.81922E-01
-7.4761E-03,-1.76193E-01,4.11407E-03,3.02264E-01,-1.82533E-01
-7.4728E-03,-1.75583E-01,3.96149E-03,3.05621E-01,-1.82685E-01
-7.4695E-03,-1.76010E-01,5.02960E-03,3.09482E-01,-1.82151E-01
-7.4662E-03,-1.75766E-01,4.49554E-03,3.11496E-01,-1.83601E-01
-7.4630E-03,-1.75308E-01,4.72443E-03,3.15768E-01,-1.83143E-01
-7.4597E-03,-1.75064E-01,4.11407E-03,3.18011E-01,-1.82914E-01
-7.4564E-03,-1.75156E-01,4.57184E-03,3.19018E-01,-1.84287E-01
-7.4531E-03,-1.74942E-01,6.17401E-03,3.18850E-01,-1.82914E-01
-7.4498E-03,-1.74850E-01,5.25848E-03,3.17111E-01,-1.84440E-01
-7.4466E-03,-1.74484E-01,5.41107E-03,3.16806E-01,-1.82838E-01
-7.4433E-03,-1.74393E-01,5.48737E-03,3.15051E-01,-1.83753E-01
-7.4400E-03,-1.73935E-01,5.63995E-03,3.10885E-01,-1.82762E-01
-7.4367E-03,-1.73935E-01,5.56366E-03,3.06872E-01,-1.82304E-01
-7.4335E-03,-1.73874E-01,4.57184E-03,3.01043E-01,-1.83143E-01
-7.4302E-03,-1.72867E-01,5.41107E-03,2.93750E-01,-1.82914E-01
-7.4269E-03,-1.73172E-01,5.41107E-03,2.80932E-01,-1.82380E-01
-7.4236E-03,-1.73508E-01,5.41107E-03,2.71472E-01,-1.82685E-01
-7.4204E-03,-1.73630E-01,5.33478E-03,2.62423E-01,-1.81846E-01
-7.4171E-03,-1.73721E-01,4.34296E-03,2.52139E-01,-1.81312E-01
-7.4138E-03,-1.72867E-01,6.09772E-03,2.43136E-01,-1.81770E-01
-7.4105E-03,-1.73294E-01,5.86884E-03,2.36911E-01,-1.81693E-01
-7.4073E-03,-1.72409E-01,5.33478E-03,2.27542E-01,-1.81388E-01
-7.4040E-03,-1.72134E-01,7.39471E-03,2.13000E-01,-1.81617E-01
-7.4007E-03,-1.72348E-01,6.86066E-03,2.02319E-01,-1.80702E-01
-7.3974E-03,-1.72379E-01,6.02142E-03,1.89425E-01,-1.80320E-01
-7.3941E-03,-1.71768E-01,6.86066E-03,1.81018E-01,-1.79710E-01
-7.3909E-03,-1.71921E-01,5.71625E-03,1.74151E-01,-1.80549E-01
-7.3876E-03,-1.72134E-01,5.94513E-03,1.67025E-01,-1.79023E-01
-7.3843E-03,-1.71860E-01,6.47919E-03,1.62967E-01,-1.78108E-01
-7.3810E-03,-1.71799E-01,6.40289E-03,1.61349E-01,-1.78336E-01
-7.3778E-03,-1.71585E-01,6.32660E-03,1.58984E-01,-1.79176E-01
-7.3745E-03,-1.71341E-01,6.17401E-03,1.58267E-01,-1.78260E-01
-7.3712E-03,-1.70670E-01,5.79254E-03,1.58114E-01,-1.78260E-01
-7.3679E-03,-1.70822E-01,6.55548E-03,1.59610E-01,-1.77879E-01
-7.3647E-03,-1.70425E-01,6.86066E-03,1.61471E-01,-1.76963E-01
-7.3614E-03,-1.70853E-01,7.47101E-03,1.64904E-01,-1.77726E-01
-7.3581E-03,-1.71005E-01,6.47919E-03,1.69742E-01,-1.77574E-01
-7.3548E-03,-1.72043E-01,6.17401E-03,1.75952E-01,-1.79405E-01
-7.3515E-03,-1.71707E-01,5.41107E-03,1.83261E-01,-1.78947E-01
-7.3483E-03,-1.72256E-01,5.48737E-03,1.93896E-01,-1.79710E-01
-7.3450E-03,-1.72256E-01,4.64813E-03,2.03250E-01,-1.79023E-01
-7.3417E-03,-1.72867E-01,3.96149E-03,2.10467E-01,-1.77879E-01
-7.3384E-03,-1.72836E-01,4.64813E-03,2.24444E-01,-1.78489E-01
-7.3352E-03,-1.73111E-01,4.11407E-03,2.35492E-01,-1.77879E-01
-7.3319E-03,-1.72531E-01,3.88519E-03,2.46768E-01,-1.78565E-01
-7.3286E-03,-1.72318E-01,3.80890E-03,2.55877E-01,-1.78413E-01
-7.3253E-03,-1.72226E-01,3.88519E-03,2.62011E-01,-1.78260E-01
-7.3221E-03,-1.72073E-01,4.34296E-03,2.75607E-01,-1.78413E-01
-7.3188E-03,-1.71249E-01,5.02960E-03,2.87845E-01,-1.78413E-01
-7.3155E-03,-1.71249E-01,4.03778E-03,2.96527E-01,-1.78260E-01
-7.3122E-03,-1.71616E-01,3.19855E-03,3.03805E-01,-1.77116E-01
-7.3089E-03,-1.71677E-01,4.64813E-03,3.12533E-01,-1.76734E-01
-7.3057E-03,-1.71341E-01,4.80072E-03,3.20697E-01,-1.77421E-01
-7.3024E-03,-1.71280E-01,4.26666E-03,3.26144E-01,-1.78031E-01
-7.2991E-03,-1.71310E-01,5.02960E-03,3.28524E-01,-1.77726E-01
-7.2958E-03,-1.71616E-01,4.87701E-03,3.31118E-01,-1.76582E-01
-7.2926E-03,-1.71463E-01,3.58002E-03,3.33606E-01,-1.76582E-01
-7.2893E-03,-1.71890E-01,4.34296E-03,3.34887E-01,-1.77497E-01
-7.2860E-03,-1.71677E-01,4.57184E-03,3.35391E-01,-1.77802E-01
-7.2827E-03,-1.72165E-01,4.34296E-03,3.35223E-01,-1.76887E-01
-7.2795E-03,-1.71890E-01,4.26666E-03,3.33499E-01,-1.76811E-01
-7.2762E-03,-1.72287E-01,4.41925E-03,3.30386E-01,-1.76429E-01
-7.2729E-03,-1.71860E-01,5.10590E-03,3.28174E-01,-1.77879E-01
-7.2696E-03,-1.72073E-01,5.02960E-03,3.21689E-01,-1.77574E-01
-7.2663E-03,-1.71951E-01,4.41925E-03,3.13784E-01,-1.77268E-01
-7.2631E-03,-1.72318E-01,4.03778E-03,3.03943E-01,-1.77039E-01
-7.2598E-03,-1.71829E-01,4.11407E-03,2.98266E-01,-1.77574E-01
-7.2565E-03,-1.72012E-01,4.64813E-03,2.91949E-01,-1.77802E-01
-7.2532E-03,-1.72318E-01,5.02960E-03,2.89431E-01,-1.77345E-01
-7.2500E-03,-1.71585E-01,4.49554E-03,2.82046E-01,-1.76582E-01
-7.2467E-03,-1.72165E-01,4.87701E-03,2.76141E-01,-1.76963E-01
-7.2434E-03,-1.72073E-01,4.41925E-03,2.69702E-01,-1.76582E-01
-7.2401E-03,-1.71402E-01,4.64813E-03,2.60836E-01,-1.77116E-01
-7.2369E-03,-1.71219E-01,4.49554E-03,2.48965E-01,-1.77039E-01
-7.2336E-03,-1.70822E-01,4.87701E-03,2.38208E-01,-1.76505E-01
-7.2303E-03,-1.70670E-01,5.94513E-03,2.29907E-01,-1.75208E-01
-7.2270E-03,-1.70151E-01,5.63995E-03,2.20508E-01,-1.74903E-01
-7.2238E-03,-1.70059E-01,6.02142E-03,2.07843E-01,-1.74140E-01
-7.2205E-03,-1.69937E-01,5.71625E-03,1.96460E-01,-1.74293E-01
-7.2172E-03,-1.69846E-01,4.95331E-03,1.89029E-01,-1.73606E-01
-7.2139E-03,-1.70212E-01,5.63995E-03,1.83032E-01,-1.74293E-01
-7.2106E-03,-1.70273E-01,5.48737E-03,1.76089E-01,-1.73072E-01
-7.2074E-03,-1.70609E-01,5.02960E-03,1.71267E-01,-1.73606E-01
-7.2041E-03,-1.71127E-01,4.03778E-03,1.68277E-01,-1.73072E-01
-7.2008E-03,-1.70517E-01,4.72443E-03,1.65866E-01,-1.72767E-01
-7.1975E-03,-1.70883E-01,4.72443E-03,1.65164E-01,-1.72843E-01
-7.1943E-03,-1.69998E-01,4.95331E-03,1.64584E-01,-1.72233E-01
-7.1910E-03,-1.69601E-01,4.87701E-03,1.64111E-01,-1.72691E-01
-7.1877E-03,-1.69418E-01,4.87701E-03,1.65713E-01,-1.73225E-01
-7.1844E-03,-1.68655E-01,4.95331E-03,1.67605E-01,-1.73301E-01
-7.1812E-03,-1.69662E-01,5.71625E-03,1.71283E-01,-1.73911E-01
-7.1779E-03,-1.68350E-01,6.25031E-03,1.74319E-01,-1.74293E-01
-7.1746E-03,-1.68167E-01,5.56366E-03,1.80224E-01,-1.74674E-01
-7.1713E-03,-1.67679E-01,6.09772E-03,1.88403E-01,-1.75056E-01
-7.1680E-03,-1.68106E-01,6.70807E-03,1.94064E-01,-1.75208E-01
-7.1648E-03,-1.67526E-01,6.86066E-03,2.02105E-01,-1.75437E-01
-7.1615E-03,-1.67404E-01,6.09772E-03,2.10956E-01,-1.76048E-01
-7.1582E-03,-1.67496E-01,5.48737E-03,2.21164E-01,-1.75666E-01
-7.1549E-03,-1.66855E-01,6.78436E-03,2.25970E-01,-1.75895E-01
-7.1517E-03,-1.66916E-01,7.08954E-03,2.29373E-01,-1.75742E-01
-7.1484E-03,-1.66550E-01,6.86066E-03,2.33554E-01,-1.75285E-01
-7.1451E-03,-1.67130E-01,6.32660E-03,2.41748E-01,-1.75666E-01
-7.1418E-03,-1.67007E-01,6.32660E-03,2.49041E-01,-1.75590E-01
-7.1386E-03,-1.66611E-01,6.78436E-03,2.61050E-01,-1.74903E-01
-7.1353E-03,-1.67587E-01,5.79254E-03,2.74691E-01,-1.75437E-01
-7.1320E-03,-1.67801E-01,5.56366E-03,2.89355E-01,-1.75285E-01
-7.1287E-03,-1.68320E-01,5.18219E-03,2.96023E-01,-1.74522E-01
-7.1254E-03,-1.68289E-01,4.80072E-03,2.99533E-01,-1.74140E-01
-7.1222E-03,-1.68564E-01,5.63995E-03,3.05896E-01,-1.73454E-01
-7.1189E-03,-1.68411E-01,5.10590E-03,3.15631E-01,-1.73835E-01
-7.1156E-03,-1.68716E-01,4.80072E-03,3.20407E-01,-1.73835E-01
-7.1123E-03,-1.68503E-01,4.19037E-03,3.26526E-01,-1.72996E-01
-7.1091E-03,-1.68259E-01,5.94513E-03,3.32431E-01,-1.73530E-01
-7.1058E-03,-1.68076E-01,4.64813E-03,3.36963E-01,-1.72843E-01
-7.1025E-03,-1.67313E-01,4.41925E-03,3.38488E-01,-1.72233E-01
-7.0992E-03,-1.67618E-01,4.41925E-03,3.40808E-01,-1.72996E-01
-7.0960E-03,-1.67435E-01,4.03778E-03,3.43173E-01,-1.72767E-01
-7.0927E-03,-1.67435E-01,4.64813E-03,3.45630E-01,-1.73225E-01
-7.0894E-03,-1.67557E-01,3.80890E-03,3.46133E-01,-1.73683E-01
-7.0861E-03,-1.66885E-01,4.26666E-03,3.45584E-01,-1.73148E-01
-7.0828E-03,-1.66702E-01,4.64813E-03,3.45340E-01,-1.73072E-01
-7.0796E-03,-1.66153E-01,5.41107E-03,3.44043E-01,-1.74064E-01
-7.0763E-03,-1.66550E-01,6.47919E-03,3.40945E-01,-1.74522E-01
-7.0730E-03,-1.65604E-01,6.78436E-03,3.39084E-01,-1.73454E-01
-7.0697E-03,-1.65359E-01,6.70807E-03,3.36276E-01,-1.74064E-01
-7.0665E-03,-1.65054E-01,7.39471E-03,3.28143E-01,-1.74751E-01
-7.0632E-03,-1.65054E-01,6.55548E-03,3.22039E-01,-1.73606E-01
-7.0599E-03,-1.65207E-01,5.94513E-03,3.11160E-01,-1.73683E-01
-7.0566E-03,-1.64810E-01,5.25848E-03,3.01303E-01,-1.73530E-01
-7.0534E-03,-1.64566E-01,6.02142E-03,2.94589E-01,-1.73683E-01
-7.0501E-03,-1.64627E-01,6.47919E-03,2.87967E-01,-1.73454E-01
-7.0468E-03,-1.64688E-01,5.41107E-03,2.76492E-01,-1.72309E-01
-7.0435E-03,-1.65085E-01,6.25031E-03,2.69824E-01,-1.73301E-01
-7.0402E-03,-1.65115E-01,5.94513E-03,2.63354E-01,-1.72614E-01
-7.0370E-03,-1.65329E-01,5.63995E-03,2.56595E-01,-1.72614E-01
-7.0337E-03,-1.65909E-01,4.87701E-03,2.49545E-01,-1.72920E-01
-7.0304E-03,-1.66031E-01,4.95331E-03,2.44586E-01,-1.72157E-01
-7.0271E-03,-1.66519E-01,4.11407E-03,2.39062E-01,-1.72157E-01
-7.0239E-03,-1.66245E-01,3.88519E-03,2.35247E-01,-1.71165E-01
-7.0206E-03,-1.66397E-01,4.26666E-03,2.28656E-01,-1.72309E-01
-7.0173E-03,-1.65634E-01,3.88519E-03,2.18509E-01,-1.72309E-01
-7.0140E-03,-1.66000E-01,5.02960E-03,2.12497E-01,-1.71470E-01
-7.0108E-03,-1.64932E-01,4.87701E-03,2.04638E-01,-1.71241E-01
-7.0075E-03,-1.65085E-01,4.41925E-03,2.01785E-01,-1.71089E-01
-7.0042E-03,-1.64932E-01,4.26666E-03,1.97360E-01,-1.70097E-01
-7.0009E-03,-1.64749E-01,4.19037E-03,1.88037E-01,-1.69792E-01
-6.9977E-03,-1.64627E-01,4.26666E-03,1.78363E-01,-1.70402E-01
-6.9944E-03,-1.64413E-01,5.86884E-03,1.73098E-01,-1.71699E-01
-6.9911E-03,-1.64261E-01,5.56366E-03,1.69803E-01,-1.70707E-01
-6.9878E-03,-1.63834E-01,5.71625E-03,1.69009E-01,-1.70249E-01
-6.9845E-03,-1.63986E-01,5.33478E-03,1.68567E-01,-1.70631E-01
-6.9813E-03,-1.64322E-01,5.33478E-03,1.68521E-01,-1.71699E-01
-6.9780E-03,-1.63803E-01,5.25848E-03,1.67666E-01,-1.72233E-01
-6.9747E-03,-1.64047E-01,4.49554E-03,1.67743E-01,-1.71775E-01
-6.9714E-03,-1.63925E-01,5.18219E-03,1.68109E-01,-1.71012E-01
-6.9682E-03,-1.63315E-01,4.80072E-03,1.69711E-01,-1.72233E-01
-6.9649E-03,-1.63223E-01,5.94513E-03,1.71969E-01,-1.70936E-01
-6.9616E-03,-1.63040E-01,5.86884E-03,1.73739E-01,-1.72004E-01
-6.9583E-03,-1.63406E-01,5.63995E-03,1.77981E-01,-1.70936E-01
-6.9551E-03,-1.64078E-01,5.79254E-03,1.83841E-01,-1.71546E-01
-6.9518E-03,-1.64230E-01,5.33478E-03,1.88815E-01,-1.72157E-01
-6.9485E-03,-1.64993E-01,4.72443E-03,1.90692E-01,-1.72843E-01
-6.9452E-03,-1.64627E-01,5.10590E-03,1.94323E-01,-1.72157E-01
-6.9419E-03,-1.64871E-01,4.57184E-03,1.99359E-01,-1.71699E-01
-6.9387E-03,-1.64932E-01,5.18219E-03,2.04089E-01,-1.72538E-01
-6.9354E-03,-1.64017E-01,5.33478E-03,2.09964E-01,-1.71852E-01
-6.9321E-03,-1.64719E-01,5.41107E-03,2.09384E-01,-1.72004E-01
-6.9288E-03,-1.64078E-01,5.33478E-03,2.10864E-01,-1.71470E-01
-6.9256E-03,-1.63803E-01,4.80072E-03,2.13839E-01,-1.70555E-01
-6.9223E-03,-1.63559E-01,5.18219E-03,2.16830E-01,-1.70249E-01
-6.9190E-03,-1.63376E-01,5.48737E-03,2.25238E-01,-1.70402E-01
-6.9157E-03,-1.63589E-01,5.56366E-03,2.31219E-01,-1.69639E-01
-6.9125E-03,-1.62521E-01,5.48737E-03,2.39795E-01,-1.69792E-01
-6.9092E-03,-1.62643E-01,6.55548E-03,2.42312E-01,-1.68800E-01
-6.9059E-03,-1.62247E-01,5.56366E-03,2.48614E-01,-1.69410E-01
-6.9026E-03,-1.62094E-01,6.25031E-03,2.52856E-01,-1.70020E-01
-6.8993E-03,-1.61789E-01,5.56366E-03,2.62683E-01,-1.70402E-01
-6.8961E-03,-1.62491E-01,5.25848E-03,2.73303E-01,-1.70020E-01
-6.8928E-03,-1.62460E-01,5.33478E-03,2.85952E-01,-1.69486E-01
-6.8895E-03,-1.62491E-01,4.57184E-03,2.87784E-01,-1.69639E-01
-6.8862E-03,-1.62582E-01,3.88519E-03,2.88730E-01,-1.70936E-01
-6.8830E-03,-1.63193E-01,4.49554E-03,2.91537E-01,-1.70631E-01
-6.8797E-03,-1.62430E-01,3.96149E-03,2.92132E-01,-1.70173E-01
-6.8764E-03,-1.61911E-01,5.18219E-03,2.99106E-01,-1.70631E-01
-6.8731E-03,-1.62247E-01,5.10590E-03,3.05331E-01,-1.69029E-01
-6.8699E-03,-1.61209E-01,4.64813E-03,3.18225E-01,-1.70478E-01
-6.8666E-03,-1.61880E-01,5.71625E-03,3.27227E-01,-1.69944E-01
-6.8633E-03,-1.61301E-01,5.41107E-03,3.29593E-01,-1.69639E-01
-6.8600E-03,-1.60934E-01,6.17401E-03,3.40411E-01,-1.68418E-01
-6.8567E-03,-1.60782E-01,5.63995E-03,3.42074E-01,-1.68876E-01
-6.8535E-03,-1.60080E-01,5.41107E-03,3.47384E-01,-1.69410E-01
-6.8502E-03,-1.60294E-01,4.95331E-03,3.51291E-01,-1.68113E-01
-6.8469E-03,-1.59988E-01,6.40289E-03,3.55090E-01,-1.68571E-01
-6.8436E-03,-1.59775E-01,5.94513E-03,3.56540E-01,-1.67121E-01
-6.8404E-03,-1.59866E-01,5.94513E-03,3.58218E-01,-1.67426E-01
-6.8371E-03,-1.60080E-01,5.94513E-03,3.59317E-01,-1.68266E-01
