in s,C1 in V,C2 in V,C3 in V,C4 in V
8.9636E-03,2.05673E-01,5.18219E-03,4.17880E-01,1.96038E-01
8.9669E-03,2.05246E-01,4.26666E-03,4.38830E-01,1.97411E-01
8.9702E-03,2.05063E-01,4.11407E-03,4.56637E-01,1.96496E-01
8.9735E-03,2.04483E-01,3.58002E-03,4.65548E-01,1.97487E-01
8.9767E-03,2.04819E-01,4.03778E-03,4.82074E-01,1.97182E-01
8.9800E-03,2.05399E-01,4.11407E-03,4.96814E-01,1.97487E-01
8.9833E-03,2.04453E-01,3.80890E-03,5.04275E-01,1.97335E-01
8.9866E-03,2.05246E-01,4.95331E-03,5.15109E-01,1.98479E-01
8.9899E-03,2.05063E-01,5.18219E-03,5.21563E-01,1.98022E-01
8.9931E-03,2.06161E-01,5.33478E-03,5.23913E-01,1.98632E-01
8.9964E-03,2.05521E-01,6.17401E-03,5.23028E-01,1.98861E-01
8.9997E-03,2.05734E-01,6.09772E-03,5.19748E-01,1.97335E-01
9.0030E-03,2.05765E-01,6.32660E-03,5.06762E-01,1.98022E-01
9.0062E-03,2.05765E-01,6.09772E-03,4.95608E-01,1.99090E-01
9.0095E-03,2.05704E-01,6.40289E-03,4.80746E-01,1.98556E-01
9.0128E-03,2.06680E-01,6.17401E-03,4.59247E-01,1.98861E-01
9.0161E-03,2.06314E-01,6.09772E-03,4.33337E-01,1.98403E-01
9.0193E-03,2.06619E-01,6.25031E-03,4.17636E-01,1.98174E-01
9.0226E-03,2.06680E-01,5.48737E-03,4.03323E-01,1.97487E-01
9.0259E-03,2.06375E-01,5.25848E-03,3.80435E-01,1.98784E-01
9.0292E-03,2.06314E-01,6.17401E-03,3.61224E-01,1.98022E-01
9.0325E-03,2.06772E-01,6.63177E-03,3.52145E-01,1.97869E-01
9.0357E-03,2.06497E-01,6.86066E-03,3.43509E-01,1.98861E-01
9.0390E-03,2.07901E-01,7.16583E-03,3.20010E-01,1.98098E-01
9.0423E-03,2.07382E-01,6.55548E-03,2.98175E-01,1.99624E-01
9.0456E-03,2.08359E-01,7.85248E-03,2.82229E-01,1.98327E-01
9.0488E-03,2.08176E-01,8.15765E-03,2.69641E-01,1.99395E-01
9.0521E-03,2.08755E-01,7.77618E-03,2.62362E-01,1.98861E-01
9.0554E-03,2.08481E-01,7.85248E-03,2.55893E-01,1.99242E-01
9.0587E-03,2.08359E-01,7.54730E-03,2.53466E-01,2.00005E-01
9.0619E-03,2.08023E-01,7.47101E-03,2.50613E-01,1.99547E-01
9.0652E-03,2.07962E-01,7.54730E-03,2.52551E-01,1.99395E-01
9.0685E-03,2.08115E-01,7.31842E-03,2.65262E-01,1.99319E-01
9.0718E-03,2.07657E-01,6.17401E-03,2.83282E-01,1.98632E-01
9.0751E-03,2.07901E-01,5.10590E-03,2.97107E-01,1.98861E-01
9.0783E-03,2.07474E-01,5.41107E-03,3.22223E-01,1.97945E-01
9.0816E-03,2.07413E-01,5.41107E-03,3.42929E-01,1.97640E-01
9.0849E-03,2.07321E-01,5.41107E-03,3.70700E-01,1.97106E-01
9.0882E-03,2.07870E-01,5.79254E-03,3.83960E-01,1.98556E-01
9.0914E-03,2.07932E-01,6.02142E-03,3.94305E-01,1.98174E-01
9.0947E-03,2.08115E-01,6.86066E-03,4.06695E-01,1.98632E-01
9.0980E-03,2.07901E-01,5.56366E-03,4.16736E-01,1.99013E-01
9.1013E-03,2.08664E-01,5.94513E-03,4.27310E-01,1.97869E-01
9.1045E-03,2.09366E-01,6.25031E-03,4.44507E-01,1.97564E-01
9.1078E-03,2.09549E-01,7.08954E-03,4.50351E-01,1.98403E-01
9.1111E-03,2.09518E-01,6.55548E-03,4.56805E-01,1.98632E-01
9.1144E-03,2.10251E-01,6.78436E-03,4.81616E-01,1.98403E-01
9.1177E-03,2.10159E-01,8.00507E-03,4.99713E-01,1.98784E-01
9.1209E-03,2.10342E-01,7.54730E-03,5.13308E-01,1.99624E-01
9.1242E-03,2.10403E-01,7.39471E-03,5.23517E-01,2.00005E-01
9.1275E-03,2.10617E-01,7.92877E-03,5.24524E-01,2.00310E-01
9.1308E-03,2.10342E-01,7.62360E-03,5.18741E-01,2.00387E-01
9.1340E-03,2.10922E-01,7.77618E-03,5.11554E-01,2.01760E-01
9.1373E-03,2.10892E-01,7.16583E-03,5.00110E-01,2.02065E-01
9.1406E-03,2.11533E-01,7.31842E-03,4.89550E-01,2.01836E-01
9.1439E-03,2.12021E-01,7.77618E-03,4.73788E-01,2.01989E-01
9.1471E-03,2.12021E-01,8.08136E-03,4.53448E-01,2.02523E-01
9.1504E-03,2.12296E-01,8.23395E-03,4.43576E-01,2.03362E-01
9.1537E-03,2.13058E-01,9.07318E-03,4.25006E-01,2.03286E-01
9.1570E-03,2.12967E-01,8.38654E-03,3.98806E-01,2.02981E-01
9.1602E-03,2.12936E-01,8.00507E-03,3.85531E-01,2.03515E-01
9.1635E-03,2.13638E-01,9.60724E-03,3.80252E-01,2.03515E-01
9.1668E-03,2.13364E-01,9.22577E-03,3.65695E-01,2.02141E-01
9.1701E-03,2.13028E-01,8.38654E-03,3.41281E-01,2.03667E-01
9.1734E-03,2.12845E-01,8.15765E-03,3.23199E-01,2.04049E-01
9.1766E-03,2.12509E-01,8.08136E-03,3.08352E-01,2.05041E-01
9.1799E-03,2.12601E-01,8.53912E-03,2.98541E-01,2.04354E-01
9.1832E-03,2.12509E-01,7.62360E-03,2.82138E-01,2.04735E-01
9.1865E-03,2.12997E-01,7.77618E-03,2.71548E-01,2.05041E-01
9.1897E-03,2.12601E-01,8.23395E-03,2.61172E-01,2.03438E-01
9.1930E-03,2.12326E-01,7.39471E-03,2.54702E-01,2.02752E-01
9.1963E-03,2.12448E-01,7.16583E-03,2.51758E-01,2.01684E-01
9.1996E-03,2.12723E-01,7.62360E-03,2.52780E-01,2.01226E-01
9.2028E-03,2.12265E-01,7.69989E-03,2.58975E-01,2.00692E-01
9.2061E-03,2.12326E-01,7.01324E-03,2.68512E-01,2.01150E-01
9.2094E-03,2.11624E-01,6.02142E-03,2.77133E-01,2.01302E-01
9.2127E-03,2.11655E-01,6.63177E-03,2.78705E-01,2.01684E-01
9.2160E-03,2.10800E-01,5.56366E-03,2.87677E-01,2.01760E-01
9.2192E-03,2.10526E-01,6.25031E-03,2.98098E-01,2.01455E-01
9.2225E-03,2.10068E-01,5.41107E-03,3.08505E-01,2.00616E-01
9.2258E-03,2.10434E-01,5.33478E-03,3.19293E-01,2.01226E-01
9.2291E-03,2.10983E-01,5.48737E-03,3.30691E-01,2.02218E-01
9.2323E-03,2.11349E-01,5.79254E-03,3.42074E-01,2.02294E-01
9.2356E-03,2.11563E-01,5.41107E-03,3.59301E-01,2.02752E-01
9.2389E-03,2.11349E-01,6.32660E-03,3.74987E-01,2.02752E-01
9.2422E-03,2.10953E-01,5.79254E-03,4.03155E-01,2.03667E-01
9.2454E-03,2.12234E-01,6.25031E-03,4.34390E-01,2.04201E-01
9.2487E-03,2.12143E-01,6.93695E-03,4.55417E-01,2.05041E-01
9.2520E-03,2.12662E-01,6.63177E-03,4.75253E-01,2.06032E-01
9.2553E-03,2.13181E-01,6.86066E-03,4.95623E-01,2.05422E-01
9.2586E-03,2.12601E-01,6.17401E-03,5.10455E-01,2.06414E-01
9.2618E-03,2.13303E-01,6.25031E-03,5.18512E-01,2.05880E-01
9.2651E-03,2.13425E-01,6.70807E-03,5.21731E-01,2.06032E-01
9.2684E-03,2.14279E-01,6.63177E-03,5.22540E-01,2.05956E-01
9.2717E-03,2.13913E-01,6.25031E-03,5.19870E-01,2.05346E-01
9.2749E-03,2.14066E-01,5.86884E-03,5.18878E-01,2.05575E-01
9.2782E-03,2.13425E-01,5.48737E-03,5.15109E-01,2.05727E-01
9.2815E-03,2.13242E-01,5.86884E-03,5.09951E-01,2.06261E-01
9.2848E-03,2.13333E-01,6.09772E-03,5.00827E-01,2.06719E-01
9.2880E-03,2.13974E-01,5.02960E-03,4.92495E-01,2.05651E-01
9.2913E-03,2.13791E-01,6.09772E-03,4.88208E-01,2.06261E-01
9.2946E-03,2.14279E-01,5.86884E-03,4.81036E-01,2.06490E-01
9.2979E-03,2.14279E-01,4.72443E-03,4.73132E-01,2.07253E-01
9.3012E-03,2.14157E-01,4.87701E-03,4.58392E-01,2.05956E-01
9.3044E-03,2.14096E-01,4.41925E-03,4.40005E-01,2.06032E-01
9.3077E-03,2.14005E-01,5.48737E-03,4.10296E-01,2.06872E-01
9.3110E-03,2.14890E-01,5.71625E-03,3.81274E-01,2.07024E-01
9.3143E-03,2.14401E-01,5.41107E-03,3.45294E-01,2.06261E-01
9.3175E-03,2.15195E-01,5.56366E-03,3.12671E-01,2.05269E-01
9.3208E-03,2.15103E-01,5.56366E-03,2.86898E-01,2.05422E-01
9.3241E-03,2.14767E-01,5.79254E-03,2.72113E-01,2.05575E-01
9.3274E-03,2.14127E-01,5.41107E-03,2.64254E-01,2.05956E-01
9.3306E-03,2.13913E-01,5.56366E-03,2.57449E-01,2.04812E-01
9.3339E-03,2.13486E-01,4.72443E-03,2.53924E-01,2.04888E-01
9.3372E-03,2.13760E-01,5.48737E-03,2.51162E-01,2.04201E-01
9.3405E-03,2.13699E-01,4.11407E-03,2.48492E-01,2.03820E-01
9.3438E-03,2.13486E-01,4.57184E-03,2.48034E-01,2.02981E-01
9.3470E-03,2.13516E-01,5.10590E-03,2.51284E-01,2.03133E-01
9.3503E-03,2.13577E-01,5.25848E-03,2.58716E-01,2.02981E-01
9.3536E-03,2.13577E-01,4.49554E-03,2.68725E-01,2.03438E-01
9.3569E-03,2.14066E-01,4.41925E-03,2.80597E-01,2.02065E-01
9.3601E-03,2.13608E-01,4.03778E-03,3.01440E-01,2.02523E-01
9.3634E-03,2.13791E-01,4.72443E-03,3.17309E-01,2.02828E-01
9.3667E-03,2.14279E-01,4.03778E-03,3.36673E-01,2.02981E-01
9.3700E-03,2.14615E-01,4.72443E-03,3.54983E-01,2.02523E-01
9.3732E-03,2.14523E-01,5.41107E-03,3.79123E-01,2.03515E-01
9.3765E-03,2.14767E-01,4.95331E-03,4.01523E-01,2.03438E-01
9.3798E-03,2.15286E-01,6.55548E-03,4.28286E-01,2.04125E-01
9.3831E-03,2.15683E-01,6.93695E-03,4.45193E-01,2.04964E-01
9.3863E-03,2.15622E-01,6.17401E-03,4.66327E-01,2.05269E-01
9.3896E-03,2.15988E-01,6.17401E-03,4.75268E-01,2.05804E-01
9.3929E-03,2.16202E-01,6.55548E-03,4.82730E-01,2.06490E-01
9.3962E-03,2.16476E-01,5.48737E-03,4.88650E-01,2.05804E-01
9.3995E-03,2.16934E-01,6.32660E-03,5.01742E-01,2.06643E-01
9.4027E-03,2.16812E-01,6.09772E-03,5.09860E-01,2.07406E-01
9.4060E-03,2.16293E-01,6.25031E-03,5.11737E-01,2.06261E-01
9.4093E-03,2.16354E-01,5.33478E-03,5.10135E-01,2.06261E-01
9.4126E-03,2.16507E-01,5.10590E-03,5.04641E-01,2.06948E-01
9.4158E-03,2.15530E-01,5.71625E-03,4.94769E-01,2.06872E-01
9.4191E-03,2.16446E-01,4.49554E-03,4.84897E-01,2.07406E-01
9.4224E-03,2.16202E-01,6.09772E-03,4.70233E-01,2.07024E-01
9.4257E-03,2.15683E-01,5.56366E-03,4.47345E-01,2.07177E-01
9.4289E-03,2.16019E-01,5.71625E-03,4.18628E-01,2.07406E-01
9.4322E-03,2.16324E-01,5.63995E-03,3.92657E-01,2.07329E-01
9.4355E-03,2.16934E-01,5.18219E-03,3.62628E-01,2.08169E-01
9.4388E-03,2.17087E-01,5.63995E-03,3.42456E-01,2.07329E-01
9.4421E-03,2.17880E-01,6.70807E-03,3.18255E-01,2.07482E-01
9.4453E-03,2.18979E-01,6.93695E-03,3.03927E-01,2.07711E-01
9.4486E-03,2.19315E-01,7.92877E-03,2.87677E-01,2.07253E-01
9.4519E-03,2.19620E-01,7.69989E-03,2.74905E-01,2.07406E-01
9.4552E-03,2.20016E-01,8.31024E-03,2.66848E-01,2.07406E-01
9.4584E-03,2.19864E-01,8.31024E-03,2.59997E-01,2.07711E-01
9.4617E-03,2.20169E-01,8.53912E-03,2.55511E-01,2.07482E-01
9.4650E-03,2.20169E-01,7.24213E-03,2.52398E-01,2.06338E-01
9.4683E-03,2.19742E-01,8.15765E-03,2.49499E-01,2.06566E-01
9.4715E-03,2.20627E-01,7.08954E-03,2.48431E-01,2.06872E-01
9.4748E-03,2.20932E-01,7.47101E-03,2.52124E-01,2.07406E-01
9.4781E-03,2.21115E-01,7.47101E-03,2.57586E-01,2.07711E-01
9.4814E-03,2.21207E-01,7.54730E-03,2.66635E-01,2.06795E-01
9.4847E-03,2.21085E-01,7.31842E-03,2.81054E-01,2.08092E-01
9.4879E-03,2.21481E-01,7.62360E-03,3.04583E-01,2.07558E-01
9.4912E-03,2.21176E-01,8.08136E-03,3.32995E-01,2.07253E-01
9.4945E-03,2.20963E-01,8.00507E-03,3.77276E-01,2.08398E-01
9.4978E-03,2.20474E-01,7.54730E-03,4.04757E-01,2.07940E-01
9.5010E-03,2.20901E-01,7.31842E-03,4.26181E-01,2.08092E-01
9.5043E-03,2.20779E-01,7.47101E-03,4.40905E-01,2.08626E-01
9.5076E-03,2.20596E-01,7.08954E-03,4.58499E-01,2.08321E-01
9.5109E-03,2.20840E-01,7.24213E-03,4.77404E-01,2.08855E-01
9.5141E-03,2.20749E-01,6.63177E-03,4.87521E-01,2.07558E-01
9.5174E-03,2.20901E-01,6.40289E-03,4.95700E-01,2.08703E-01
9.5207E-03,2.21359E-01,5.79254E-03,5.02566E-01,2.08932E-01
9.5240E-03,2.20963E-01,6.55548E-03,5.07876E-01,2.07863E-01
9.5273E-03,2.21329E-01,6.63177E-03,5.11477E-01,2.07406E-01
9.5305E-03,2.21054E-01,6.78436E-03,5.13751E-01,2.08398E-01
9.5338E-03,2.21329E-01,7.39471E-03,5.15704E-01,2.08703E-01
9.5371E-03,2.22061E-01,8.46283E-03,5.16452E-01,2.07940E-01
9.5404E-03,2.22305E-01,8.92059E-03,5.13842E-01,2.07863E-01
9.5436E-03,2.22031E-01,8.84430E-03,5.07022E-01,2.07787E-01
9.5469E-03,2.22794E-01,9.45465E-03,4.96905E-01,2.07711E-01
9.5502E-03,2.22275E-01,8.84430E-03,4.82699E-01,2.07863E-01
9.5535E-03,2.22610E-01,6.78436E-03,4.63885E-01,2.07558E-01
9.5567E-03,2.21970E-01,7.16583E-03,4.44293E-01,2.07711E-01
9.5600E-03,2.21573E-01,7.85248E-03,4.25067E-01,2.07558E-01
9.5633E-03,2.21207E-01,7.54730E-03,3.94153E-01,2.08245E-01
9.5666E-03,2.21451E-01,6.25031E-03,3.59057E-01,2.07558E-01
9.5698E-03,2.20840E-01,5.94513E-03,3.31057E-01,2.07482E-01
9.5731E-03,2.20535E-01,5.41107E-03,3.19720E-01,2.06872E-01
9.5764E-03,2.20139E-01,5.33478E-03,3.07376E-01,2.07635E-01
9.5797E-03,2.20688E-01,5.25848E-03,2.95749E-01,2.08092E-01
9.5830E-03,2.20566E-01,4.72443E-03,2.90820E-01,2.08932E-01
9.5862E-03,2.19528E-01,5.10590E-03,2.86792E-01,2.09160E-01
9.5895E-03,2.19742E-01,4.80072E-03,2.79666E-01,2.09847E-01
9.5928E-03,2.19406E-01,5.18219E-03,2.71945E-01,2.10534E-01
9.5961E-03,2.19620E-01,5.10590E-03,2.62942E-01,2.08398E-01
9.5993E-03,2.19376E-01,4.64813E-03,2.54489E-01,2.10000E-01
9.6026E-03,2.19833E-01,4.95331E-03,2.50583E-01,2.09847E-01
9.6059E-03,2.20566E-01,5.02960E-03,2.51056E-01,2.10839E-01
9.6092E-03,2.20535E-01,5.25848E-03,2.53695E-01,2.11144E-01
9.6124E-03,2.20627E-01,4.64813E-03,2.61752E-01,2.12212E-01
9.6157E-03,2.20596E-01,4.72443E-03,2.80139E-01,2.12823E-01
9.6190E-03,2.20444E-01,6.02142E-03,2.93307E-01,2.12136E-01
9.6223E-03,2.20932E-01,5.25848E-03,3.09512E-01,2.13051E-01
9.6256E-03,2.21146E-01,6.17401E-03,3.24710E-01,2.13051E-01
9.6288E-03,2.21207E-01,6.02142E-03,3.39633E-01,2.13204E-01
9.6321E-03,2.21420E-01,6.55548E-03,3.47796E-01,2.12899E-01
9.6354E-03,2.21542E-01,6.86066E-03,3.62018E-01,2.11983E-01
9.6387E-03,2.21756E-01,6.86066E-03,3.75583E-01,2.12594E-01
9.6419E-03,2.21817E-01,6.25031E-03,3.87698E-01,2.11907E-01
9.6452E-03,2.22122E-01,6.17401E-03,4.06665E-01,2.12670E-01
9.6485E-03,2.22336E-01,6.86066E-03,4.25372E-01,2.11678E-01
9.6518E-03,2.22214E-01,7.01324E-03,4.46643E-01,2.11220E-01
9.6550E-03,2.22122E-01,5.86884E-03,4.71270E-01,2.11831E-01
9.6583E-03,2.21970E-01,5.18219E-03,4.89398E-01,2.11068E-01
9.6616E-03,2.21695E-01,5.41107E-03,4.98721E-01,2.11678E-01
9.6649E-03,2.22153E-01,5.94513E-03,5.04184E-01,2.11754E-01
9.6682E-03,2.23099E-01,6.17401E-03,5.09021E-01,2.11297E-01
9.6714E-03,2.22885E-01,6.78436E-03,5.14422E-01,2.10992E-01
9.6747E-03,2.23251E-01,6.02142E-03,5.15689E-01,2.11678E-01
9.6780E-03,2.23465E-01,6.25031E-03,5.11325E-01,2.11297E-01
9.6813E-03,2.23404E-01,7.01324E-03,5.00735E-01,2.11526E-01
9.6845E-03,2.23923E-01,7.01324E-03,4.91061E-01,2.11449E-01
9.6878E-03,2.23221E-01,6.93695E-03,4.74475E-01,2.11449E-01
9.6911E-03,2.23831E-01,6.02142E-03,4.56576E-01,2.13814E-01
9.6944E-03,2.23434E-01,5.71625E-03,4.40432E-01,2.12975E-01
9.6976E-03,2.24045E-01,6.32660E-03,4.31659E-01,2.13051E-01
9.7009E-03,2.24075E-01,5.56366E-03,4.19070E-01,2.12746E-01
9.7042E-03,2.24167E-01,6.25031E-03,4.07275E-01,2.14196E-01
9.7075E-03,2.24014E-01,6.40289E-03,3.94305E-01,2.13586E-01
9.7108E-03,2.24197E-01,5.48737E-03,3.77978E-01,2.13814E-01
9.7140E-03,2.23648E-01,6.17401E-03,3.62872E-01,2.14348E-01
9.7173E-03,2.23526E-01,4.57184E-03,3.45660E-01,2.15111E-01
9.7206E-03,2.23251E-01,4.80072E-03,3.26495E-01,2.14043E-01
9.7239E-03,2.23007E-01,4.49554E-03,3.05652E-01,2.15111E-01
9.7271E-03,2.22733E-01,3.88519E-03,2.87646E-01,2.14272E-01
9.7304E-03,2.23190E-01,4.57184E-03,2.76385E-01,2.15264E-01
9.7337E-03,2.22427E-01,3.88519E-03,2.68878E-01,2.15035E-01
9.7370E-03,2.23129E-01,3.80890E-03,2.59219E-01,2.15340E-01
9.7402E-03,2.24014E-01,4.34296E-03,2.49194E-01,2.14501E-01
9.7435E-03,2.23953E-01,4.41925E-03,2.47104E-01,2.15264E-01
9.7468E-03,2.24350E-01,5.94513E-03,2.50750E-01,2.14883E-01
9.7501E-03,2.25174E-01,6.47919E-03,2.58563E-01,2.15340E-01
9.7534E-03,2.25662E-01,6.40289E-03,2.65887E-01,2.13433E-01
9.7566E-03,2.25662E-01,7.16583E-03,2.82306E-01,2.14272E-01
9.7599E-03,2.25632E-01,6.86066E-03,2.94101E-01,2.13738E-01
9.7632E-03,2.25266E-01,6.40289E-03,3.05270E-01,2.13891E-01
9.7665E-03,2.25052E-01,6.55548E-03,3.18469E-01,2.14425E-01
9.7697E-03,2.24197E-01,5.79254E-03,3.36093E-01,2.14196E-01
9.7730E-03,2.24472E-01,5.25848E-03,3.45996E-01,2.14501E-01
9.7763E-03,2.24472E-01,5.18219E-03,3.61819E-01,2.14654E-01
9.7796E-03,2.24258E-01,5.10590E-03,3.85135E-01,2.15645E-01
9.7828E-03,2.25174E-01,6.09772E-03,4.01187E-01,2.15874E-01
9.7861E-03,2.25052E-01,5.86884E-03,4.17300E-01,2.14959E-01
9.7894E-03,2.25479E-01,6.86066E-03,4.34909E-01,2.14348E-01
9.7927E-03,2.25937E-01,5.63995E-03,4.51465E-01,2.14425E-01
9.7959E-03,2.26028E-01,6.25031E-03,4.68783E-01,2.15340E-01
9.7992E-03,2.25845E-01,5.63995E-03,4.91183E-01,2.14883E-01
9.8025E-03,2.26364E-01,5.86884E-03,5.03589E-01,2.15188E-01
9.8058E-03,2.26120E-01,5.86884E-03,5.08441E-01,2.15417E-01
9.8091E-03,2.25723E-01,5.41107E-03,5.08792E-01,2.14883E-01
9.8123E-03,2.25723E-01,5.48737E-03,5.06488E-01,2.14120E-01
9.8156E-03,2.25693E-01,4.49554E-03,4.98980E-01,2.14577E-01
9.8189E-03,2.25143E-01,4.34296E-03,4.89566E-01,2.14577E-01
9.8222E-03,2.24686E-01,4.72443E-03,4.77984E-01,2.14959E-01
9.8254E-03,2.24777E-01,4.19037E-03,4.66952E-01,2.15569E-01
9.8287E-03,2.24991E-01,5.33478E-03,4.57080E-01,2.15645E-01
9.8320E-03,2.25662E-01,5.56366E-03,4.49054E-01,2.14730E-01
9.8353E-03,2.25937E-01,5.86884E-03,4.31170E-01,2.14959E-01
9.8385E-03,2.26913E-01,6.32660E-03,4.04055E-01,2.14883E-01
9.8418E-03,2.26608E-01,6.86066E-03,3.83563E-01,2.14196E-01
9.8451E-03,2.27463E-01,6.70807E-03,3.62201E-01,2.13738E-01
9.8484E-03,2.27646E-01,7.01324E-03,3.43295E-01,2.15264E-01
9.8517E-03,2.27524E-01,7.24213E-03,3.26404E-01,2.14501E-01
9.8549E-03,2.27615E-01,5.79254E-03,3.07666E-01,2.14348E-01
9.8582E-03,2.28531E-01,6.93695E-03,2.90149E-01,2.15874E-01
9.8615E-03,2.28043E-01,7.77618E-03,2.71853E-01,2.15417E-01
9.8648E-03,2.28256E-01,6.86066E-03,2.54886E-01,2.15951E-01
9.8680E-03,2.28470E-01,7.01324E-03,2.48782E-01,2.16332E-01
9.8713E-03,2.28317E-01,7.31842E-03,2.46951E-01,2.15951E-01
9.8746E-03,2.28531E-01,6.78436E-03,2.50049E-01,2.16790E-01
9.8779E-03,2.28622E-01,6.02142E-03,2.55114E-01,2.18011E-01
9.8811E-03,2.28928E-01,5.71625E-03,2.60318E-01,2.17477E-01
9.8844E-03,2.28409E-01,5.86884E-03,2.67718E-01,2.19308E-01
9.8877E-03,2.27982E-01,5.79254E-03,2.75622E-01,2.19765E-01
9.8910E-03,2.27646E-01,6.25031E-03,2.80154E-01,2.19079E-01
9.8943E-03,2.27036E-01,4.80072E-03,2.91736E-01,2.19155E-01
9.8975E-03,2.27005E-01,6.17401E-03,3.13357E-01,2.18697E-01
9.9008E-03,2.26212E-01,5.10590E-03,3.28830E-01,2.19536E-01
9.9041E-03,2.26334E-01,4.80072E-03,3.55304E-01,2.19765E-01
9.9074E-03,2.26700E-01,4.49554E-03,3.80450E-01,2.19155E-01
9.9106E-03,2.26852E-01,4.49554E-03,4.12051E-01,2.19002E-01
9.9139E-03,2.26730E-01,4.49554E-03,4.35183E-01,2.19155E-01
9.9172E-03,2.27798E-01,4.34296E-03,4.62649E-01,2.19460E-01
9.9205E-03,2.27707E-01,5.10590E-03,4.81891E-01,2.18773E-01
9.9237E-03,2.28134E-01,4.95331E-03,4.92801E-01,2.18545E-01
9.9270E-03,2.28836E-01,5.56366E-03,5.02536E-01,2.18316E-01
9.9303E-03,2.28500E-01,5.41107E-03,5.10241E-01,2.18697E-01
9.9336E-03,2.28867E-01,5.63995E-03,5.11096E-01,2.17400E-01
9.9369E-03,2.28989E-01,6.09772E-03,5.07907E-01,2.17858E-01
9.9401E-03,2.29202E-01,6.55548E-03,4.99453E-01,2.18773E-01
9.9434E-03,2.29080E-01,6.86066E-03,4.93594E-01,2.19079E-01
9.9467E-03,2.29904E-01,6.32660E-03,4.90725E-01,2.18926E-01
9.9500E-03,2.29446E-01,7.31842E-03,4.87582E-01,2.19079E-01
9.9532E-03,2.29538E-01,6.40289E-03,4.82791E-01,2.19155E-01
9.9565E-03,2.30270E-01,7.54730E-03,4.73681E-01,2.18239E-01
9.9598E-03,2.30118E-01,6.63177E-03,4.60055E-01,2.18697E-01
9.9631E-03,2.30606E-01,6.47919E-03,4.36908E-01,2.18926E-01
9.9663E-03,2.30667E-01,7.16583E-03,4.16888E-01,2.19079E-01
9.9696E-03,2.30515E-01,6.86066E-03,3.96396E-01,2.18468E-01
9.9729E-03,2.31247E-01,7.08954E-03,3.74408E-01,2.19460E-01
9.9762E-03,2.31003E-01,7.01324E-03,3.71936E-01,2.18850E-01
9.9794E-03,2.31430E-01,7.08954E-03,3.53091E-01,2.19002E-01
9.9827E-03,2.31186E-01,7.69989E-03,3.33957E-01,2.18926E-01
9.9860E-03,2.31369E-01,7.31842E-03,3.19003E-01,2.18850E-01
9.9893E-03,2.31796E-01,8.53912E-03,2.96267E-01,2.18316E-01
9.9926E-03,2.31369E-01,8.31024E-03,2.76736E-01,2.18392E-01
9.9958E-03,2.31705E-01,8.76801E-03,2.59341E-01,2.18316E-01
9.9991E-03,2.31857E-01,8.38654E-03,2.50689E-01,2.17248E-01
1.0002E-02,2.31888E-01,7.54730E-03,2.47973E-01,2.17477E-01
1.0006E-02,2.33170E-01,8.61542E-03,2.46936E-01,2.17934E-01
1.0009E-02,2.33109E-01,8.23395E-03,2.46814E-01,2.18087E-01
1.0012E-02,2.33292E-01,8.15765E-03,2.48858E-01,2.17095E-01
1.0015E-02,2.33536E-01,8.69171E-03,2.52688E-01,2.18316E-01
1.0019E-02,2.33536E-01,8.08136E-03,2.57815E-01,2.18087E-01
1.0022E-02,2.33627E-01,8.99689E-03,2.67154E-01,2.18926E-01
1.0025E-02,2.33566E-01,8.38654E-03,2.77392E-01,2.19460E-01
1.0029E-02,2.33444E-01,8.46283E-03,2.90011E-01,2.19308E-01
1.0032E-02,2.33322E-01,8.53912E-03,2.99914E-01,2.19231E-01
1.0035E-02,2.33597E-01,9.14948E-03,3.08505E-01,2.19536E-01
1.0038E-02,2.33597E-01,8.69171E-03,3.29944E-01,2.19002E-01
1.0042E-02,2.33017E-01,8.00507E-03,3.49215E-01,2.20147E-01
1.0045E-02,2.33017E-01,7.62360E-03,3.76483E-01,2.19460E-01
1.0048E-02,2.33139E-01,7.77618E-03,4.05185E-01,2.20070E-01
1.0052E-02,2.33292E-01,7.31842E-03,4.34466E-01,2.20910E-01
1.0055E-02,2.32986E-01,6.93695E-03,4.57873E-01,2.20833E-01
1.0058E-02,2.32529E-01,6.78436E-03,4.71621E-01,2.20910E-01
1.0061E-02,2.32254E-01,6.40289E-03,4.85888E-01,2.22359E-01
1.0065E-02,2.32437E-01,6.25031E-03,4.96127E-01,2.22054E-01
1.0068E-02,2.32468E-01,6.02142E-03,4.99423E-01,2.22207E-01
1.0071E-02,2.33383E-01,6.47919E-03,5.01651E-01,2.22970E-01
1.0074E-02,2.33566E-01,6.09772E-03,5.08288E-01,2.22817E-01
1.0078E-02,2.33994E-01,6.78436E-03,5.09173E-01,2.22817E-01
1.0081E-02,2.34116E-01,7.24213E-03,5.09494E-01,2.22436E-01
1.0084E-02,2.34451E-01,7.08954E-03,5.08105E-01,2.23046E-01
1.0088E-02,2.34177E-01,8.08136E-03,5.03482E-01,2.23122E-01
1.0091E-02,2.34268E-01,8.15765E-03,4.94418E-01,2.23885E-01
1.0094E-02,2.33627E-01,7.16583E-03,4.81891E-01,2.23046E-01
1.0097E-02,2.33932E-01,6.25031E-03,4.64801E-01,2.23809E-01
1.0101E-02,2.33505E-01,6.78436E-03,4.35504E-01,2.22512E-01
1.0104E-02,2.33414E-01,6.47919E-03,4.12341E-01,2.22130E-01
